timestamp,open,high,low,close,volume
2024-07-19 19:00:00,165.7700,170.5500,165.0000,165.0360,1930998
2024-07-19 18:00:00,165.3200,169.6000,165.0000,165.0340,1942204
2024-07-19 17:00:00,165.3320,169.5180,165.3000,165.4760,677010
2024-07-19 16:00:00,165.7800,168.9000,165.2270,165.3320,6412408
2024-07-19 15:00:00,166.7500,167.2400,165.2200,165.7500,4645204
2024-07-19 14:00:00,166.6600,167.2000,166.2000,166.7700,1210908
2024-07-19 13:00:00,166.3700,167.2400,165.7600,166.7000,1595784
2024-07-19 12:00:00,167.6000,167.9200,166.1300,166.3900,1503566
2024-07-19 11:00:00,167.0700,168.4600,166.2300,167.6320,2539895
2024-07-19 10:00:00,169.0500,169.1200,165.3200,167.0400,4253439
2024-07-19 09:00:00,171.2540,176.1400,166.2850,169.0500,2754178
2024-07-19 08:00:00,169.3000,172.7500,168.0000,171.2540,281082
2024-07-19 07:00:00,169.3400,171.7300,169.2300,171.4300,147028
2024-07-19 06:00:00,168.7500,169.7300,168.7400,169.3400,87133
2024-07-19 05:00:00,168.9800,169.1500,168.2400,168.7500,49399
2024-07-19 04:00:00,171.7300,171.7300,168.1600,168.9400,116353
2024-07-18 19:00:00,171.8700,173.3500,171.8700,172.9000,1027783
2024-07-18 18:00:00,173.6400,173.7500,171.8700,173.1010,1033414
2024-07-18 17:00:00,173.0030,173.7800,161.4510,173.6400,1452186
2024-07-18 16:00:00,171.7700,173.4100,161.4510,173.0800,3857922
2024-07-18 15:00:00,169.9400,172.9400,168.3700,171.8100,5340504
2024-07-18 14:00:00,169.1800,170.5200,168.7750,169.9500,2158528
2024-07-18 13:00:00,170.0400,171.2200,168.7400,169.1910,4252046
2024-07-18 12:00:00,166.1900,170.1900,165.3700,170.0500,4422333
2024-07-18 11:00:00,168.8400,170.2500,164.5100,166.2200,9579764
2024-07-18 10:00:00,174.0100,175.2200,165.9000,168.8500,11987498
2024-07-18 09:00:00,177.1600,178.6900,171.3500,173.9800,8639862
2024-07-18 08:00:00,173.7000,180.0000,170.1680,177.0500,1290392
